date,precipitation,temp_max,temp_min,wind,weather
21/05/2021,13.7,15.6,8.3,4.8,Heavy Rain
22/05/2021,13.7,11.1,7.2,3,Heavy Rain
23/05/2021,4.1,12.2,6.7,1.9,Heavy Rain
24/05/2021,0.3,16.7,8.9,2.7,Heavy Rain
25/05/2021,0,17.8,10,2.7,Sun
26/05/2021,1.5,18.3,10.6,2.2,Heavy Rain
27/05/2021,9.7,16.7,11.1,3.1,Heavy Rain
28/05/2021,0.5,17.2,11.7,2.8,Heavy Rain
29/05/2021,5.6,16.1,9.4,4,Heavy Rain
30/05/2021,0,16.7,9.4,5.3,Sun
31/05/2021,0,19.4,11.1,2.5,Sun
01/06/2021,0,22.8,12.2,2.5,Sun
02/06/2021,1,20.6,12.2,3.1,Heavy Rain
03/06/2021,0,22.2,11.1,2.9,Sun
04/06/2021,0,26.1,12.2,3.4,Sun
05/06/2021,0,26.7,14.4,3.1,Sun
06/06/2021,0,26.7,12.2,2.5,Sun
07/06/2021,0,21.7,13.3,3.2,Sun
08/06/2021,0,20.6,12.8,3.1,Sun
09/06/2021,0,20.6,11.1,3.7,Sun
10/06/2021,0,21.7,11.7,3.2,Sun
11/06/2021,0,20,10,5.7,Sun
12/06/2021,0.3,20.6,11.7,4.2,Heavy Rain
13/06/2021,0,21.1,11.7,2.6,Sun
14/06/2021,0,20,12.2,3.7,Sun
15/06/2021,0,25.6,10,2.9,Sun
16/06/2021,0,23.9,12.8,3.4,Sun
17/06/2021,0,25.6,13.9,3,Sun
18/06/2021,0.3,23.3,13.3,3.4,Heavy Rain
19/06/2021,0,20,12.8,3.7,Sun
20/06/2021,3,17.2,12.8,5,Heavy Rain
21/06/2021,0.3,20.6,12.2,1.5,Heavy Rain
22/06/2021,0,25.6,11.7,1.7,Sun
23/06/2021,7.9,22.2,15,2.1,Heavy Rain
24/06/2021,4.8,21.1,13.9,3.7,Heavy Rain
25/06/2021,9.9,23.3,14.4,2.8,Heavy Rain
26/06/2021,2,22.2,15,2.3,Heavy Rain
27/06/2021,3.6,21.1,16.7,1.3,Heavy Rain
28/06/2021,0,30.6,16.1,2.2,Sun
29/06/2021,0,30,18.3,1.7,Sun
30/06/2021,0,33.9,17.2,2.5,Sun
01/07/2021,0,31.7,18.3,2.3,Sun
02/07/2021,0,28.3,15.6,3,Sun
03/07/2021,0,26.1,16.7,3.2,Sun
04/07/2021,0,21.7,13.9,2.2,fog
05/07/2021,0,23.3,13.9,2.6,Sun
06/07/2021,0,26.1,13.3,2.2,Sun
07/07/2021,0,23.9,13.9,2.9,Sun
08/07/2021,0,26.7,13.3,2.8,Sun
09/07/2021,0,30,15,2.5,Sun
10/07/2021,0,22.2,13.9,2.6,Sun
11/07/2021,0,22.8,12.2,3,Sun
12/07/2021,0,19.4,13.3,2.2,Sun
13/07/2021,0,26.1,11.1,3.1,Sun
14/07/2021,0,27.8,12.8,3,Sun
15/07/2021,0,27.8,14.4,4.6,Sun
16/07/2021,0,31.1,18.3,4.1,Sun
17/07/2021,0,22.2,15,3.7,Sun
18/07/2021,0,26.1,13.9,2,Sun
19/07/2021,0,27.8,13.3,1.9,Sun
20/07/2021,0,25,13.3,2,Sun
21/07/2021,0,23.9,12.8,2.3,Sun
22/07/2021,0,26.1,13.3,2.4,fog
23/07/2021,0,31.1,13.9,3,Sun
24/07/2021,0,31.1,14.4,2.5,Sun
25/07/2021,0,31.1,12.8,2.3,Sun
26/07/2021,0,31.1,14.4,2.9,Sun
27/07/2021,0,25.6,12.8,2.6,Sun
28/07/2021,0,21.1,12.2,3.4,fog
29/07/2021,0,25,13.3,1.4,Sun
30/07/2021,0,25,13.3,2.8,Sun
31/07/2021,0,21.7,13.3,1.8,Sun
01/08/2021,0,20.6,13.3,3.9,Sun
02/08/2021,2,17.2,15,2,Heavy Rain
03/08/2021,0,25,15.6,2.4,fog
04/08/2021,0,28.9,15,3.4,Sun
05/08/2021,0,30,15,2.1,Sun
06/08/2021,0,30.6,13.9,1.4,Sun
07/08/2021,0,31.1,13.9,1.9,Sun
08/08/2021,0,28.3,14.4,2.5,Sun
09/08/2021,0,28.3,14.4,2.1,Sun
10/08/2021,2.3,25.6,15,2.9,Heavy Rain
11/08/2021,0,25,14.4,2.9,Sun
12/08/2021,0,25.6,16.1,1.9,Sun
13/08/2021,0,27.8,15,1.8,Sun
14/08/2021,0.8,27.2,15,2,Heavy Rain
15/08/2021,1.8,21.1,17.2,1,Heavy Rain
16/08/2021,0,28.9,16.1,2.2,fog
17/08/2021,0,25.6,17.2,3,Sun
18/08/2021,0,26.1,15.6,3.1,Sun
19/08/2021,0,26.7,15.6,3,Sun
20/08/2021,0,25.6,16.1,4.6,Sun
21/08/2021,0,27.8,15,4.3,Sun
22/08/2021,0,28.9,15,1.9,Sun
23/08/2021,0,25,16.1,4.1,Sun
24/08/2021,0,25,16.7,2.7,Sun
25/08/2021,0.3,22.2,16.1,2.6,Heavy Rain
26/08/2021,1,24.4,16.1,1.9,Heavy Rain
27/08/2021,1.3,26.7,17.2,1.4,Heavy Rain
28/08/2021,5.6,26.7,15.6,1.3,Heavy Rain
29/08/2021,19.3,23.9,18.3,3,Heavy Rain
30/08/2021,0,26.1,16.1,2.9,Sun
31/08/2021,0,27.8,13.9,2.6,Sun
01/09/2021,0,27.8,15.6,2.5,Sun
02/09/2021,0,27.8,17.2,2.1,Sun
03/09/2021,2.3,25,16.7,1.7,Heavy Rain
04/09/2021,0.3,22.8,16.1,2.4,Heavy Rain
05/09/2021,27.7,20,15.6,2.5,Heavy Rain
06/09/2021,21.3,21.7,16.1,2.6,Heavy Rain
07/09/2021,0,23.3,17.2,2,Sun
08/09/2021,0,26.7,14.4,1.5,fog
09/09/2021,0,26.1,13.9,2.1,Sun
10/09/2021,0,26.7,15,3.7,Sun
11/09/2021,0,33.9,16.1,2.4,Sun
12/09/2021,0,25.6,15,1.7,Sun
13/09/2021,0,18.9,15.6,2,Sun
14/09/2021,0,21.7,15.6,1.4,fog
15/09/2021,3.3,18.9,14.4,2.2,Heavy Rain
16/09/2021,0.3,21.7,15,4.3,Heavy Rain
17/09/2021,0,17.8,13.9,2.3,Sun
18/09/2021,0,21.1,13.3,2.5,Sun
19/09/2021,0,25.6,10,1.5,Sun
20/09/2021,3.6,23.3,13.3,3,Heavy Rain
21/09/2021,0,21.1,13.3,2.5,Sun
22/09/2021,13.5,17.2,13.3,5.5,Heavy Rain
23/09/2021,2.8,16.1,11.1,4.5,Heavy Rain
24/09/2021,0,17.8,10,2.6,Sun
25/09/2021,2,16.1,9.4,3,Heavy Rain
26/09/2021,0,17.2,7.2,2.2,Sun
27/09/2021,1,13.9,10.6,4.3,Heavy Rain
28/09/2021,43.4,16.7,11.7,6,Heavy Rain
29/09/2021,16.8,14.4,11.1,7.1,Heavy Rain
30/09/2021,18.5,13.9,10,6.3,Heavy Rain
01/10/2021,7.9,14.4,8.9,4.7,Heavy Rain
02/10/2021,5.3,12.8,9.4,2.4,Heavy Rain
03/10/2021,0.8,14.4,8.9,0.9,Heavy Rain
04/10/2021,0,17.8,5.6,1.1,Sun
05/10/2021,0,20,8.3,1.6,Sun
06/10/2021,4.1,22.8,7.8,2.6,Heavy Rain
07/10/2021,0.5,16.1,11.7,6.3,Heavy Rain
08/10/2021,6.9,13.9,7.8,3,Heavy Rain
09/10/2021,0,15,5.6,1.6,Sun
10/10/2021,1,14.4,8.3,1.7,Heavy Rain
11/10/2021,9.1,13.9,10.6,1,Heavy Rain
12/10/2021,1,14.4,8.9,2.2,Heavy Rain
13/10/2021,0,15,6.7,1.8,fog
14/10/2021,0,15.6,3.9,1.6,Sun
15/10/2021,0,15.6,5,0.9,Sun
16/10/2021,0,12.8,8.9,2.7,fog
17/10/2021,0,14.4,8.9,1.7,fog
18/10/2021,0,12.8,7.2,1.2,Sun
19/10/2021,0,10.6,7.8,1.4,Sun
20/10/2021,0,10.6,7.8,2.4,Sun
21/10/2021,0,11.7,8.3,2.5,Sun
22/10/2021,0,14.4,7.2,1.9,Sun
23/10/2021,0,12.8,6.1,0.4,Sun
24/10/2021,0,10,6.1,0.6,Sun
25/10/2021,0,12.2,7.8,1.8,Sun
26/10/2021,0,11.7,8.3,2.7,Sun
27/10/2021,1.8,13.9,8.3,4.4,Heavy Rain
28/10/2021,0,14.4,7.2,5.1,Sun
29/10/2021,0,13.3,3.3,2.2,Sun
30/10/2021,0.5,15,5.6,3.9,Heavy Rain
31/10/2021,0.3,14.4,10.6,2.2,Heavy Rain
01/11/2021,1.3,17.8,11.7,1.4,Heavy Rain
02/11/2021,12.7,14.4,8.3,7.9,Heavy Rain
03/11/2021,0.5,12.2,4.4,2.4,Heavy Rain
04/11/2021,0,10.6,3.9,1.6,Light Rain
05/11/2021,2.5,13.3,7.2,3.1,Heavy Rain
06/11/2021,3.8,12.8,7.8,1.7,Heavy Rain
07/11/2021,30,11.1,10,7.2,Heavy Rain
08/11/2021,0,13.3,7.2,4.1,Sun
09/11/2021,1.8,11.1,5,1.4,Heavy Rain
10/11/2021,0,11.1,8.3,4.4,Sun
11/11/2021,0,16.1,6.1,2.6,fog
12/11/2021,4.1,15.6,8.9,2.2,Heavy Rain
13/11/2021,0,13.9,10.6,3.8,Sun
14/11/2021,1.3,11.1,6.1,1.1,Heavy Rain
15/11/2021,3,10.6,7.2,6,Heavy Rain
16/11/2021,0,10,5,4.6,Sun
17/11/2021,5.3,11.7,7.2,5.4,Heavy Rain
18/11/2021,26.2,12.8,9.4,3.9,Heavy Rain
19/11/2021,1,13.3,4.4,5.1,Heavy Rain
20/11/2021,0,7.8,1.7,4.3,Sun
21/11/2021,0,7.8,-0.5,3.6,Sun
22/11/2021,0,9.4,0,4.6,Sun
23/11/2021,0,11.1,1.1,2.6,Sun
24/11/2021,0,11.7,0.6,0.9,fog
25/11/2021,0,12.2,2.2,0.5,Sun
26/11/2021,0,12.2,2.8,1,Sun
27/11/2021,0,14.4,5.6,1.3,Sun
28/11/2021,0,11.7,3.3,0.7,Sun
29/11/2021,0.5,9.4,5,2.1,Heavy Rain
30/11/2021,2.3,11.1,7.2,3.9,Heavy Rain
01/12/2021,3,13.3,7.8,8.8,Heavy Rain
02/12/2021,4.6,7.8,1.7,3.5,Heavy Rain
03/12/2021,0,5,-0.5,5.6,Sun
04/12/2021,0,4.4,-2.1,1.6,Sun
05/12/2021,0,1.1,-4.9,2.6,Sun
06/12/2021,0,1.1,-4.3,4.7,Sun
07/12/2021,0,0,-7.1,3.1,Sun
08/12/2021,0,2.2,-6.6,2.2,Sun
09/12/2021,0,1.1,-4.9,1.3,Sun
10/12/2021,0,5.6,0.6,1.5,Sun
11/12/2021,0,5,-1.6,0.8,Sun
12/12/2021,6.9,5.6,-0.5,2.3,Heavy Rain
13/12/2021,0.5,9.4,5.6,2.9,Heavy Rain
14/12/2021,0,9.4,6.1,3.7,Sun
15/12/2021,1.3,11.7,8.3,3.9,Heavy Rain
16/12/2021,0.3,10,4.4,1,Heavy Rain
17/12/2021,0,8.3,4.4,2.7,Sun
18/12/2021,1.3,7.8,2.2,2.8,Heavy Rain
19/12/2021,0,5,0,2.1,Sun
20/12/2021,5.6,8.3,0.6,3.7,Snow
21/12/2021,5.6,8.9,5.6,2.3,Heavy Rain
22/12/2021,10.7,10.6,8.3,4,Heavy Rain
23/12/2021,1.5,11.7,6.1,5.9,Heavy Rain
24/12/2021,0,8.3,2.8,1.7,Sun
25/12/2021,0,6.7,1.7,0.8,Sun
26/12/2021,0,6.7,0.6,0.5,Sun
27/12/2021,0.3,8.9,0,2.1,Heavy Rain
28/12/2021,0,9.4,3.3,1.3,Sun
29/12/2021,0,7.2,1.7,1.1,Sun
30/12/2021,0.3,8.9,4.4,2.6,Heavy Rain
31/12/2021,0.5,8.3,5,1.7,Heavy Rain
01/01/2022,0,7.2,3.3,1.2,Sun
02/01/2022,4.1,10.6,6.1,3.2,Heavy Rain
03/01/2022,1.5,8.9,2.8,2.6,Heavy Rain
04/01/2022,0,7.8,0.6,2.7,fog
05/01/2022,0,8.3,-0.5,3.7,Sun
06/01/2022,0.3,7.8,-0.5,2.6,Heavy Rain
07/01/2022,12.2,8.3,5,1.6,Heavy Rain
08/01/2022,9.7,10,7.2,4.6,Heavy Rain
09/01/2022,5.8,9.4,5.6,6.3,Heavy Rain
10/01/2022,4.3,12.8,8.3,7,Heavy Rain
11/01/2022,21.3,14.4,7.2,8.8,Heavy Rain
12/01/2022,1.5,11.1,5.6,8.1,Heavy Rain
13/01/2022,0,10.6,10,7.1,Sun
14/01/2022,0,11.1,7.2,1.3,Sun
15/01/2022,0,11.1,5.6,2.5,Sun
16/01/2022,0,6.7,4.4,2.7,Sun
17/01/2022,0,5.6,2.8,2.3,Sun
18/01/2022,0,9.4,0.6,2.2,Sun
19/01/2022,0,6.1,3.3,2.5,Sun
20/01/2022,0,10,2.8,2.2,Sun
21/01/2022,0,10,1.7,1.5,Sun
22/01/2022,0.5,9.4,5.6,2.6,Heavy Rain
23/01/2022,0,10,2.8,5.2,fog
24/01/2022,0,12.8,1.1,1.9,Sun
25/01/2022,0,12.2,1.1,0.8,Sun
26/01/2022,0,8.3,0.6,1.3,Sun
27/01/2022,0,9.4,1.7,1.3,Sun
28/01/2022,8.9,11.1,6.1,1.6,Heavy Rain
29/01/2022,21.6,11.1,7.2,3.4,Heavy Rain
30/01/2022,0,8.3,6.1,6.4,Sun
31/01/2022,2.3,7.8,5.6,2.6,Heavy Rain
01/02/2022,2,7.8,2.8,0.8,Heavy Rain
02/02/2022,0,8.9,1.1,2.5,Sun
03/02/2022,0,5,0,4.3,Sun
04/02/2022,0,2.8,-2.1,4.7,Sun
05/02/2022,0,-0.5,-5.5,6.6,Sun
06/02/2022,0,-1.6,-6,4.5,Sun
07/02/2022,0,3.3,-4.9,4.2,Sun
08/02/2022,5.1,5.6,-0.5,4.6,Snow
09/02/2022,0.5,3.9,0,2.4,Heavy Rain
10/02/2022,18.3,10,2.2,4.7,Heavy Rain
11/02/2022,17,12.2,5.6,3.8,Heavy Rain
12/02/2022,4.6,12.2,7.2,6.4,Heavy Rain
13/02/2022,1.8,12.8,7.8,6.3,Heavy Rain
14/02/2022,9.4,11.7,6.1,6.4,Heavy Rain
15/02/2022,11.7,11.1,5,5.1,Heavy Rain
16/02/2022,26.4,9.4,3.9,7.9,Heavy Rain
17/02/2022,14.5,8.3,4.4,5.5,Heavy Rain
18/02/2022,15.2,8.9,5,6.2,Heavy Rain
19/02/2022,1,8.3,3.9,6,Heavy Rain
20/02/2022,3,10,5.6,6.9,Heavy Rain
21/02/2022,2.8,6.7,3.9,2.9,Heavy Rain
22/02/2022,2.5,5.6,2.8,3.1,Heavy Rain
23/02/2022,6.1,7.2,3.9,2.6,Heavy Rain
24/02/2022,13,6.7,3.3,3.2,Heavy Rain
25/02/2022,0.3,12.2,3.9,4.5,Heavy Rain
26/02/2022,0,13.9,5.6,2.5,Sun
27/02/2022,0,12.8,4.4,2.3,Sun
28/02/2022,0,14.4,4.4,5.9,Sun
01/03/2022,0.5,7.2,4.4,4.7,Heavy Rain
02/03/2022,19.1,11.1,2.8,5.7,Heavy Rain
03/03/2022,10.7,14.4,8.9,5.1,Heavy Rain
04/03/2022,16.5,13.9,7.8,3.9,Heavy Rain
05/03/2022,46.7,15.6,10.6,3.9,Heavy Rain
06/03/2022,3,13.3,10,6.2,Heavy Rain
07/03/2022,0,15.6,8.9,4.2,Sun
08/03/2022,32.3,12.8,6.7,2.7,Heavy Rain
09/03/2022,4.3,15,9.4,4.3,Heavy Rain
10/03/2022,18.8,12.2,6.1,2.2,Heavy Rain
11/03/2022,0,14.4,4.4,2.3,fog
12/03/2022,0,16.1,3.3,1.9,fog
13/03/2022,0.5,13.9,5,2.5,Heavy Rain
14/03/2022,6.9,14.4,8.3,6.1,Heavy Rain
15/03/2022,8.1,16.7,4.4,3,Heavy Rain
16/03/2022,27.7,10.6,4.4,3.8,Heavy Rain
17/03/2022,0.3,10,2.8,3.2,Heavy Rain
18/03/2022,0,10,3.3,1.6,Sun
19/03/2022,0.5,11.1,3.3,5.1,Heavy Rain
20/03/2022,0,11.1,1.7,3,Sun
21/03/2022,0,10.6,2.8,3.8,Sun
22/03/2022,0,11.1,1.1,1.8,Sun
23/03/2022,0,12.8,4.4,3.3,Sun
24/03/2022,0,18.9,2.8,2.2,Sun
25/03/2022,4.1,13.9,6.7,4.4,Heavy Rain
26/03/2022,3.6,11.1,5.6,2.4,Heavy Rain
27/03/2022,0.3,12.2,6.7,2.8,Heavy Rain
28/03/2022,22.1,11.7,7.2,3.9,Heavy Rain
29/03/2022,14,11.7,7.2,5.1,Heavy Rain
30/03/2022,0,11.1,5,5.1,Sun
31/03/2022,0,15.6,2.2,3.8,Sun
01/04/2022,0,14.4,6.7,2.8,Sun
02/04/2022,0,14.4,5.6,4.2,Sun
03/04/2022,2.5,13.3,6.1,3.9,Heavy Rain
04/04/2022,0,12.8,6.1,4.7,Sun
05/04/2022,4.6,11.7,7.8,4.3,Heavy Rain
06/04/2022,0,13.9,8.3,2.6,Sun
07/04/2022,0,21.1,9.4,2.5,Sun
08/04/2022,4.6,15.6,8.3,4.2,Heavy Rain
09/04/2022,0,14.4,6.7,2.9,Sun
10/04/2022,0,15,6.7,3.6,Sun
11/04/2022,0,17.2,5,2.8,Sun
12/04/2022,0,16.1,7.8,4.4,Sun
13/04/2022,0,20.6,5.6,3.1,Sun
14/04/2022,0,20,5.6,2.6,Sun
15/04/2022,0.5,14.4,7.8,4,Heavy Rain
16/04/2022,10.9,11.1,8.9,4.6,Heavy Rain
17/04/2022,18.5,11.7,7.2,4.7,Heavy Rain
18/04/2022,0,14.4,5.6,3.8,Sun
19/04/2022,13.7,11.7,5.6,4.7,Heavy Rain
20/04/2022,0,15.6,5.6,2.7,Sun
21/04/2022,5.1,17.2,7.8,2.5,Heavy Rain
22/04/2022,14.2,12.2,5,4.2,Heavy Rain
23/04/2022,8.9,11.7,6.1,5,Heavy Rain
24/04/2022,12.4,13.9,6.1,5.3,Heavy Rain
25/04/2022,0,14.4,5.6,2.3,Sun
26/04/2022,3.3,15,5.6,3.9,Heavy Rain
27/04/2022,6.9,11.1,6.1,5.8,Heavy Rain
28/04/2022,0,16.1,4.4,2.6,Sun
29/04/2022,0,25,9.4,2.3,Sun
30/04/2022,0,27.8,9.4,3.9,Sun
01/05/2022,0,29.4,11.1,3,Sun
02/05/2022,0,18.3,10.6,4.7,Sun
03/05/2022,33.3,15,8.9,3.4,Heavy Rain
04/05/2022,16,14.4,8.9,4.2,Heavy Rain
05/05/2022,5.1,15.6,9.4,3.8,Heavy Rain
06/05/2022,0,16.7,8.3,2.6,Sun
07/05/2022,0,18.3,7.2,1.7,Sun
08/05/2022,13.7,13.9,9.4,3.4,Heavy Rain
09/05/2022,2,13.3,7.2,5.6,Heavy Rain
10/05/2022,0.5,15.6,7.2,2.1,Heavy Rain
11/05/2022,0,18.9,8.3,1.7,Sun
12/05/2022,0,24.4,9.4,2.7,Sun
13/05/2022,0,26.7,12.8,3.8,Sun
14/05/2022,0,27.8,13.3,3.3,Sun
15/05/2022,0,26.7,12.8,3,Sun
16/05/2022,0,20,11.7,4.1,Sun
17/05/2022,0,20,11.7,3.2,Sun
18/05/2022,0,20,10.6,3.2,Sun
19/05/2022,0,21.1,10,2.2,Sun
20/05/2022,0,22.2,10,2.7,Sun
21/05/2022,0,20,10.6,1.7,Sun
22/05/2022,0,24.4,11.7,2.5,Sun
23/05/2022,3.8,20,12.8,4,Heavy Rain
24/05/2022,0,18.3,11.1,2.4,Sun
25/05/2022,5.6,15,10.6,1.4,Heavy Rain
26/05/2022,0,18.3,11.1,4.5,Sun
27/05/2022,0,20,10,2.5,Sun
28/05/2022,0,18.9,10,3.4,Sun
29/05/2022,0,18.9,11.1,4.3,Sun
30/05/2022,0,20.6,8.9,4.5,Sun
31/05/2022,0,23.3,10,2.2,Sun
01/06/2022,0,22.2,10.6,2.3,Sun
02/06/2022,0,23.3,11.1,2.4,Sun
03/06/2022,0,18.3,11.1,3.2,Sun
04/06/2022,0,19.4,10,2.6,Sun
05/06/2022,0,22.2,10,2.4,Sun
06/06/2022,0,25,10.6,3.2,Sun
07/06/2022,0,24.4,13.3,3.1,Sun
08/06/2022,0,23.3,12.2,2.1,Sun
09/06/2022,0,21.1,13.3,3.6,Sun
10/06/2022,0,20,12.2,2.9,Sun
11/06/2022,0,23.9,11.1,2.7,Sun
12/06/2022,1.8,21.7,12.2,4,Heavy Rain
13/06/2022,6.4,15.6,11.1,5,Heavy Rain
14/06/2022,0,17.8,11.7,3.2,Sun
15/06/2022,0.5,18.3,10,3.6,Heavy Rain
16/06/2022,3.6,17.8,8.9,2.4,Heavy Rain
17/06/2022,1.3,17.8,10,3,Heavy Rain
18/06/2022,0,18.9,11.1,2.7,Sun
19/06/2022,0.8,25.6,11.7,3.7,Heavy Rain
20/06/2022,0.3,20,10,3.4,Heavy Rain
21/06/2022,0,22.2,10.6,3.6,Sun
22/06/2022,0,25,11.1,2.7,Sun
23/06/2022,0,25,13.3,2.5,Sun
24/06/2022,0,24.4,14.4,2.5,Sun
25/06/2022,0,26.1,13.9,2.4,Sun
26/06/2022,0,21.1,14.4,4.1,Sun
27/06/2022,1.8,21.1,13.9,4.5,Heavy Rain
28/06/2022,2.3,20,13.3,4.3,Heavy Rain
29/06/2022,0,20.6,12.8,3.2,Sun
30/06/2022,0,25.6,12.8,4.4,Sun
01/07/2022,0,34.4,15.6,3.5,Sun
02/07/2022,0,27.2,14.4,3.6,Sun
03/07/2022,0,21.7,13.9,3.1,Sun
04/07/2022,0,23.9,13.9,3.6,Sun
05/07/2022,0,24.4,13.3,2.2,fog
06/07/2022,0,28.9,15,3,Sun
07/07/2022,0,27.2,17.8,4.1,fog
08/07/2022,0,30,15.6,3.5,Sun
09/07/2022,0,26.7,13.9,2.3,Sun
10/07/2022,0,28.9,12.8,2.2,fog
11/07/2022,0,31.1,15,2.2,Sun
12/07/2022,0,32.2,16.7,2.2,Sun
13/07/2022,0,29.4,15,2.6,Sun
14/07/2022,0,27.8,15,2.8,Sun
15/07/2022,0,31.1,13.9,2.3,Sun
16/07/2022,0,31.1,14.4,2.4,Sun
17/07/2022,0,26.7,13.9,3.7,Sun
18/07/2022,0,23.9,11.7,2.8,Sun
19/07/2022,0,25.6,15,5.4,fog
20/07/2022,0,19.4,14.4,2.8,Sun
21/07/2022,0,23.9,13.3,2.2,Sun
22/07/2022,0.3,21.1,13.3,1.1,Heavy Rain
23/07/2022,19.3,18.9,13.3,3.3,Heavy Rain
24/07/2022,0,20.6,12.8,4.7,Sun
25/07/2022,0,22.8,12.2,2.7,Sun
26/07/2022,0,26.1,13.3,3.6,Sun
27/07/2022,0,28.3,15,4.1,Sun
28/07/2022,0,30.6,15,3.7,Sun
29/07/2022,0,30,15.6,2.8,Sun
30/07/2022,0,29.4,14.4,3.4,Sun
31/07/2022,0,30.6,17.8,4.1,Sun
01/08/2022,0,28.9,15,3.3,Sun
02/08/2022,0.5,29.4,15.6,1.7,Heavy Rain
03/08/2022,0,31.7,14.4,2.6,Sun
04/08/2022,0,32.8,16.1,2.6,Sun
05/08/2022,0,25,13.9,2.7,Sun
06/08/2022,0,26.1,15,2.2,fog
07/08/2022,0,25.6,13.3,2.4,fog
08/08/2022,0,25.6,13.3,2.9,Sun
09/08/2022,0,27.2,15.6,4.1,Sun
10/08/2022,0,30.6,13.9,3.4,Sun
11/08/2022,0.5,35.6,17.8,2.6,Heavy Rain
12/08/2022,12.7,27.2,17.2,3.1,Heavy Rain
13/08/2022,21.6,23.3,15,2.7,Heavy Rain
14/08/2022,0,21.1,17.2,0.6,Sun
15/08/2022,1,24.4,16.7,1.5,Heavy Rain
16/08/2022,0,25.6,15.6,2.2,Sun
17/08/2022,0,27.8,15,2.8,Sun
18/08/2022,0,29.4,15.6,3.3,Sun
19/08/2022,0,27.2,15.6,2.4,Sun
20/08/2022,0,21.7,13.9,3.6,Sun
21/08/2022,0,21.1,11.1,1.7,Sun
22/08/2022,0,23.9,13.3,2.9,Sun
23/08/2022,0,27.8,13.9,2,Sun
24/08/2022,0,25,13.3,2.3,Sun
25/08/2022,0,28.9,14.4,2,Sun
26/08/2022,0,31.1,15.6,1.8,Sun
27/08/2022,0,28.9,16.1,1.6,Sun
28/08/2022,0,23.3,14.4,2.3,Sun
29/08/2022,0,22.8,15,3.4,Sun
30/08/2022,8.4,17.8,15,2.2,Heavy Rain
31/08/2022,1.3,21.1,13.9,1.9,Heavy Rain
01/09/2022,0,23.3,12.8,2.5,Sun
02/09/2022,3,20,13.9,4.3,Heavy Rain
03/09/2022,0,20.6,12.8,2.7,Sun
04/09/2022,0,23.9,11.1,3.1,fog
05/09/2022,0,27.8,13.9,6.5,fog
06/09/2022,0,32.2,15,2.9,Sun
07/09/2022,0,28.3,13.3,2.1,Sun
08/09/2022,0,21.1,13.3,2.8,Sun
09/09/2022,0,21.7,13.3,2.3,Sun
10/09/2022,0,22.2,12.2,3.9,Sun
11/09/2022,0,24.4,12.8,5.3,Sun
12/09/2022,0,24.4,12.8,5.9,Sun
13/09/2022,0,28.3,10,4.2,Sun
14/09/2022,0,30,11.7,1.8,Sun
15/09/2022,0,30.6,12.2,1.2,Sun
16/09/2022,0,22.2,13.9,2.8,Sun
17/09/2022,0.5,22.8,14.4,2.3,Heavy Rain
18/09/2022,0.3,19.4,15,3.1,Heavy Rain
19/09/2022,0,23.9,16.1,2.8,Sun
20/09/2022,0,24.4,14.4,4.4,fog
21/09/2022,0,26.1,12.8,3,Sun
22/09/2022,0.3,22.2,15,2.1,Heavy Rain
23/09/2022,18.3,18.9,14.4,2.5,Heavy Rain
24/09/2022,20.3,18.9,14.4,2.7,Heavy Rain
25/09/2022,4.3,21.7,14.4,2.5,Heavy Rain
26/09/2022,8.9,20,13.9,3.3,Heavy Rain
27/09/2022,0,20.6,11.7,3.2,fog
28/09/2022,0,18.9,12.2,2,fog
29/09/2022,0.8,16.7,11.1,3.5,Heavy Rain
30/09/2022,0,19.4,12.2,2.6,Sun
01/10/2022,0,18.3,11.1,2.1,Sun
02/10/2022,0,19.4,10,2,Sun
03/10/2022,0,22.2,8.9,1,Sun
04/10/2022,0,21.7,12.2,1.2,Sun
05/10/2022,0,23.9,11.7,1.4,fog
06/10/2022,0,25.6,13.3,2.5,fog
07/10/2022,0,18.9,13.9,1,fog
08/10/2022,0,20.6,12.8,1.8,fog
09/10/2022,0,17.2,11.1,1,fog
10/10/2022,0.3,18.3,10,3.8,Heavy Rain
11/10/2022,7.4,18.3,11.7,3.5,Heavy Rain
12/10/2022,0,17.8,11.7,2.1,Sun
13/10/2022,7.6,21.1,10,3.1,Heavy Rain
14/10/2022,7.1,16.7,11.7,2.2,Heavy Rain
15/10/2022,8.6,16.1,11.7,4.7,Heavy Rain
16/10/2022,0,20.6,11.1,3.3,Sun
17/10/2022,3.3,16.7,11.7,3,Heavy Rain
18/10/2022,15,19.4,13.9,1.9,Heavy Rain
19/10/2022,0,22.2,12.8,3.2,Sun
20/10/2022,11.7,16.1,12.2,3.1,Heavy Rain
21/10/2022,1,16.1,11.7,4.7,Heavy Rain
22/10/2022,32,15.6,11.7,5,Heavy Rain
23/10/2022,9.4,14.4,8.3,4.6,Heavy Rain
24/10/2022,4.1,14.4,8.9,3.2,Heavy Rain
25/10/2022,6.1,16.7,8.3,5.4,Heavy Rain
26/10/2022,1.5,12.8,7.8,5,Heavy Rain
27/10/2022,0.8,15.6,6.7,2.4,Heavy Rain
28/10/2022,12.7,15,9.4,3.9,Heavy Rain
29/10/2022,0.5,16.7,11.7,3.1,Heavy Rain
30/10/2022,25.4,15.6,11.1,3.2,Heavy Rain
